10
10
50
1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1
0,0,MAISONS,BLEU,-2346446,ZONE1,0,true,false
0,1,null,null,-2346446,ZONE1,0,true,false
0,2,null,null,-2346446,ZONE1,0,true,false
0,3,IMMEUBLES,null,-7591796,ZONE6,5,true,false
0,4,null,null,-7591796,ZONE6,5,true,false
0,5,null,null,-7591796,ZONE6,5,true,false
0,6,HOTELS,null,-3636506,ZONE11,10,true,false
0,7,null,null,-3636506,ZONE11,10,true,false
0,8,null,null,-8216366,ZONE16,15,true,false
0,9,ECOLES,VERT,-8216366,ZONE16,15,true,false
1,0,MAISONS,null,-2346446,ZONE1,0,true,false
1,1,null,null,-2346446,ZONE1,0,true,false
1,2,null,null,-2346446,ZONE1,0,true,false
1,3,IMMEUBLES,null,-7591796,ZONE6,5,true,false
1,4,null,null,-7591796,ZONE6,5,true,false
1,5,null,null,-7591796,ZONE6,5,true,false
1,6,HOTELS,null,-3636506,ZONE11,10,true,false
1,7,null,null,-3636506,ZONE11,10,true,false
1,8,null,null,-8216366,ZONE16,15,true,false
1,9,ECOLES,null,-8216366,ZONE16,15,true,false
2,0,MAISONS,null,-13487396,ZONE2,1,true,false
2,1,null,null,-13487396,ZONE2,1,true,false
2,2,null,null,-13487396,ZONE2,1,true,false
2,3,IMMEUBLES,null,-1678176,ZONE7,6,true,false
2,4,null,null,-1678176,ZONE7,6,true,false
2,5,null,null,-1678176,ZONE7,6,true,false
2,6,HOTELS,null,-10197916,ZONE12,11,true,false
2,7,null,null,-10197916,ZONE12,11,true,false
2,8,null,null,-6247746,ZONE17,16,true,false
2,9,ECOLES,null,-6247746,ZONE17,16,true,false
3,0,MAISONS,null,-13487396,ZONE2,1,true,false
3,1,null,null,-13487396,ZONE2,1,true,false
3,2,null,null,-13487396,ZONE2,1,true,false
3,3,IMMEUBLES,null,-1678176,ZONE7,6,true,false
3,4,null,null,-1678176,ZONE7,6,true,false
3,5,null,null,-1678176,ZONE7,6,true,false
3,6,HOTELS,null,-10197916,ZONE12,11,true,false
3,7,null,null,-10197916,ZONE12,11,true,false
3,8,null,null,-6247746,ZONE17,16,true,false
3,9,ECOLES,null,-6247746,ZONE17,16,true,false
4,0,MAISONS,JAUNE,-13454286,ZONE3,2,true,false
4,1,null,null,-13454286,ZONE3,2,true,false
4,2,null,null,-13454286,ZONE3,2,true,false
4,3,IMMEUBLES,null,-7581656,ZONE8,7,true,false
4,4,null,null,-7581656,ZONE8,7,true,false
4,5,null,null,-7581656,ZONE8,7,true,false
4,6,HOTELS,null,-1017736,ZONE13,12,true,false
4,7,null,null,-1017736,ZONE13,12,true,false
4,8,null,null,-42456,ZONE18,17,true,false
4,9,ECOLES,null,-42456,ZONE18,17,true,false
5,0,MAISONS,null,-13454286,ZONE3,2,true,false
5,1,null,null,-13454286,ZONE3,2,true,false
5,2,null,null,-13454286,ZONE3,2,true,false
5,3,IMMEUBLES,null,-7581656,ZONE8,7,true,false
5,4,null,null,-7581656,ZONE8,7,true,false
5,5,null,null,-7581656,ZONE8,7,true,false
5,6,HOTELS,null,-1017736,ZONE13,12,true,false
5,7,null,null,-1017736,ZONE13,12,true,false
5,8,null,null,-42456,ZONE18,17,true,false
5,9,USINES,MARRON,-42456,ZONE18,17,true,false
6,0,MAISONS,null,-1668086,ZONE4,3,true,false
6,1,null,null,-1668086,ZONE4,3,true,false
6,2,null,null,-1668086,ZONE4,3,true,false
6,3,IMMEUBLES,null,-2302936,ZONE9,8,true,false
6,4,null,null,-2302936,ZONE9,8,true,false
6,5,null,null,-2302936,ZONE9,8,true,false
6,6,HOTELS,null,-6232396,ZONE14,13,true,false
6,7,null,null,-6232396,ZONE14,13,true,false
6,8,null,null,-10172161,ZONE19,29,true,false
6,9,USINES,null,-10172161,ZONE19,29,true,false
7,0,MAISONS,null,-1668086,ZONE4,3,true,false
7,1,null,null,-1668086,ZONE4,3,true,false
7,2,null,null,-1668086,ZONE4,3,true,false
7,3,IMMEUBLES,null,-2302936,ZONE9,8,true,false
7,4,null,null,-2302936,ZONE9,8,true,false
7,5,null,null,-2302936,ZONE9,8,true,false
7,6,HOTELS,null,-6232396,ZONE14,13,true,false
7,7,null,null,-6232396,ZONE14,13,true,false
7,8,null,null,-10172161,ZONE19,29,true,false
7,9,USINES,null,-10172161,ZONE19,29,true,false
8,0,MAISONS,ROUGE,-14775196,ZONE5,4,true,false
8,1,null,null,-14775196,ZONE5,4,true,false
8,2,null,null,-14775196,ZONE5,4,true,false
8,3,IMMEUBLES,null,-14104356,ZONE10,9,true,false
8,4,null,null,-14104356,ZONE10,9,true,false
8,5,null,null,-14104356,ZONE10,9,true,false
8,6,HOTELS,null,-3623816,ZONE15,14,true,false
8,7,null,null,-3623816,ZONE15,14,true,false
8,8,null,null,-8522371,ZONE20,31,true,false
8,9,USINES,null,-10167196,ZONE20,19,true,false
9,0,MAISONS,null,-14775196,ZONE5,4,true,false
9,1,null,null,-14775196,ZONE5,4,true,false
9,2,null,null,-14775196,ZONE5,4,true,false
9,3,IMMEUBLES,null,-14104356,ZONE10,9,true,false
9,4,null,null,-14104356,ZONE10,9,true,false
9,5,null,null,-14104356,ZONE10,9,true,false
9,6,HOTELS,null,-3623816,ZONE15,14,true,false
9,7,null,null,-3623816,ZONE15,14,true,false
9,8,null,null,-8522371,ZONE20,31,true,false
9,9,USINES,NOIR,-10167196,ZONE20,19,true,false
